gene_id	sample_A	sample_B	sample_C	sample_D	sample_E	sample_F
ENSMUSG00000003200	480	489	672	1109	686	1188
ENSMUSG00000003206	18	0	0	5	1	5
ENSMUSG00000003208	83	126	121	219	94	121
ENSMUSG00000003226	8163	9595	11307	13929	11355	10971
ENSMUSG00000003227	0	0	0	0	0	0
ENSMUSG00000003228	190	252	301	358	344	399
ENSMUSG00000003233	297	396	525	917	543	747
ENSMUSG00000003234	554	580	767	1339	795	802
ENSMUSG00000003235	855	995	1271	2398	1155	1440
ENSMUSG00000003269	601	785	1086	1274	1003	1512
ENSMUSG00000003271	0	0	0	0	0	0
ENSMUSG00000003273	0	0	0	1	0	0
ENSMUSG00000003279	0	0	0	0	0	0
ENSMUSG00000003282	103	144	217	228	191	309
ENSMUSG00000003283	17	0	0	5	0	0
ENSMUSG00000003299	791	965	1365	1469	1161	1306
ENSMUSG00000003308	1034	1392	2045	2091	1613	1704
ENSMUSG00000003309	0	0	0	0	0	0
ENSMUSG00000003316	1194	1588	2019	2551	1961	2520
ENSMUSG00000003341	3	0	3	6	7	2
ENSMUSG00000003344	123	92	133	270	152	301
ENSMUSG00000003345	1109	1243	1841	2491	1844	2211
ENSMUSG00000003346	1166	1670	2469	2201	1980	2304
ENSMUSG00000003348	587	774	1011	1539	991	1494
ENSMUSG00000003352	0	0	0	2	0	1
ENSMUSG00000003354	0	0	0	0	0	0
ENSMUSG00000003355	16	1	5	18	1	0
ENSMUSG00000003360	1695	2036	2928	4076	2752	3279
ENSMUSG00000003363	4162	3644	5283	5553	4983	6572
ENSMUSG00000003378	128	57	105	319	130	219
ENSMUSG00000003379	2	0	0	3	0	2
ENSMUSG00000003380	288	309	444	892	436	597
ENSMUSG00000003382	103	111	132	363	151	123
ENSMUSG00000003402	743	768	1007	1584	1075	1624
ENSMUSG00000003410	1	3	1	0	1	0
ENSMUSG00000003411	6	4	4	14	4	13
ENSMUSG00000003418	1	0	0	0	0	0
ENSMUSG00000003420	26	5	5	17	11	14
ENSMUSG00000003421	448	473	690	949	631	938
ENSMUSG00000003423	457	602	916	1154	679	1004
ENSMUSG00000003429	5527	8601	10885	16392	10158	12699
ENSMUSG00000003435	1951	2350	3041	4258	2870	3049
ENSMUSG00000003436	1	0	0	6	0	1
ENSMUSG00000003437	474	453	725	1178	644	797
ENSMUSG00000003438	710	813	1168	1862	1109	1252
ENSMUSG00000003444	189	272	408	495	334	320
ENSMUSG00000003452	8	11	6	14	8	8
ENSMUSG00000003458	511	508	792	1214	822	1133
ENSMUSG00000003464	729	719	1078	1501	947	1219
ENSMUSG00000003469	112	84	142	160	166	180
ENSMUSG00000003476	0	0	0	0	0	0
ENSMUSG00000003477	0	0	0	0	0	0
ENSMUSG00000003484	5	0	3	0	0	0
ENSMUSG00000003500	48	28	31	65	12	11
ENSMUSG00000003505	0	0	0	0	0	0
ENSMUSG00000003518	36	2	5	35	7	0
ENSMUSG00000003526	18	0	6	27	5	1
ENSMUSG00000003527	198	245	369	528	254	420
ENSMUSG00000003528	306	214	291	701	281	286
ENSMUSG00000003531	72	59	68	182	53	51
ENSMUSG00000003534	3	1	1	2	0	0
ENSMUSG00000003541	700	601	822	885	787	743
ENSMUSG00000003545	130	0	3	203	0	33
ENSMUSG00000003546	239	177	267	570	257	486
ENSMUSG00000003549	112	123	157	214	134	236
ENSMUSG00000003555	0	0	0	0	0	0
ENSMUSG00000003559	37	23	16	112	14	12
ENSMUSG00000003573	22	6	8	64	8	10
ENSMUSG00000003575	446	431	598	820	485	342
ENSMUSG00000003581	67	42	63	228	93	167
ENSMUSG00000003585	65	63	90	84	85	161
ENSMUSG00000003604	209	213	320	468	248	302
ENSMUSG00000003617	1	0	0	2	0	1
ENSMUSG00000003623	85	72	109	239	108	104
ENSMUSG00000003644	2696	152	286	3462	297	321
ENSMUSG00000003657	0	0	0	0	0	0
ENSMUSG00000003660	3397	5168	6333	7589	5248	5039
ENSMUSG00000003662	737	925	1237	1603	1097	1444
ENSMUSG00000003665	0	0	0	0	0	0
ENSMUSG00000003680	274	372	500	595	431	459
ENSMUSG00000003721	159	179	221	349	255	317
ENSMUSG00000003731	1151	1723	2363	2546	2065	2382
ENSMUSG00000003746	2135	2311	3263	2955	3181	3535
ENSMUSG00000003752	78	118	137	239	136	174
ENSMUSG00000003762	99	147	222	357	161	219
ENSMUSG00000003778	2438	2313	3295	5927	3417	5300
ENSMUSG00000003779	3091	4094	5665	6084	4969	6391
ENSMUSG00000003808	1205	1500	2039	3437	1871	2072
ENSMUSG00000003809	755	747	1114	1803	1150	1226
ENSMUSG00000003810	1823	2601	3521	2633	2908	4105
ENSMUSG00000003812	485	398	606	1158	865	1773
ENSMUSG00000003813	22033	20915	30748	32198	26238	37563
ENSMUSG00000003814	8196	8787	12263	13965	10940	11380
ENSMUSG00000003824	464	626	777	1507	841	1360
ENSMUSG00000003847	439	368	472	1213	536	813
ENSMUSG00000003848	314	232	364	870	333	385
ENSMUSG00000003849	772	976	1391	1298	1093	1019
ENSMUSG00000003863	4	3	0	5	5	1
ENSMUSG00000003865	39	23	13	191	75	304
ENSMUSG00000003868	766	586	845	1885	804	1114
ENSMUSG00000003872	7	0	1	6	2	1
ENSMUSG00000003873	638	675	902	1714	709	1015
ENSMUSG00000003882	2	0	0	0	0	0
ENSMUSG00000003923	340	328	443	884	465	524
ENSMUSG00000003929	96	105	157	353	173	224
ENSMUSG00000003934	32	30	34	58	57	49
ENSMUSG00000003948	29	1	1	48	2	6
ENSMUSG00000003949	14	0	0	13	1	0
ENSMUSG00000003955	332	467	629	1234	567	871
ENSMUSG00000003970	15322	24985	34050	45982	30983	41709
ENSMUSG00000003974	0	0	0	0	0	0
ENSMUSG00000003992	636	862	1262	2096	1281	1846
ENSMUSG00000004018	378	479	735	994	714	990
ENSMUSG00000004031	0	0	0	0	0	0
ENSMUSG00000004032	1064	1100	1418	2387	1708	1996
ENSMUSG00000004035	3	0	1	1	1	2
ENSMUSG00000004038	1	0	1	6	0	0
ENSMUSG00000004040	500	532	750	1399	665	714
ENSMUSG00000004043	209	21	34	551	37	39
ENSMUSG00000004044	46	14	12	49	16	27
ENSMUSG00000004054	979	1320	1960	1776	1654	1953
ENSMUSG00000004056	2101	2208	3094	4436	2892	3801
ENSMUSG00000004069	465	446	567	1207	581	756
ENSMUSG00000004070	206	299	408	537	353	437
ENSMUSG00000004071	154	110	146	330	149	188
ENSMUSG00000004085	385	352	478	585	653	910
ENSMUSG00000004096	907	981	1365	1834	1193	1549
ENSMUSG00000004098	2	0	0	0	0	0
ENSMUSG00000004099	7260	10718	14325	14533	14521	15456
ENSMUSG00000004100	666	473	640	2646	824	1339
ENSMUSG00000004105	1	1	2	4	0	0
ENSMUSG00000004110	1	2	2	12	1	8
ENSMUSG00000004113	0	0	0	0	0	0
ENSMUSG00000004127	185	239	335	514	270	414
ENSMUSG00000004151	1	0	0	1	0	0
ENSMUSG00000004187	14	29	27	118	25	41
ENSMUSG00000004207	2873	2991	4130	4892	4134	5197
ENSMUSG00000004221	4225	3014	4463	7868	4357	3116
ENSMUSG00000004231	0	0	0	0	0	0
ENSMUSG00000004233	83	74	82	192	84	96
ENSMUSG00000004263	21	1	1	52	0	3
ENSMUSG00000004264	2103	2103	2630	5076	2584	2999
ENSMUSG00000004266	149	5	11	115	14	19
ENSMUSG00000004267	4	0	0	2	0	0
ENSMUSG00000004268	1123	1422	1934	3154	1694	2530
ENSMUSG00000004270	748	1227	1610	1846	1565	2324
ENSMUSG00000004285	702	577	832	1373	732	1015
ENSMUSG00000004296	0	0	0	0	0	0
ENSMUSG00000004317	94	181	166	173	152	155
ENSMUSG00000004319	8172	7506	9555	15260	10516	14662
ENSMUSG00000004328	1470	2185	3276	3503	3240	4355
ENSMUSG00000004341	0	0	0	0	0	0
ENSMUSG00000004344	0	0	0	0	0	0
ENSMUSG00000004347	10	3	2	44	11	27
ENSMUSG00000004356	414	295	343	814	276	251
ENSMUSG00000004359	5	0	0	7	0	1
ENSMUSG00000004360	0	0	0	1	0	0
ENSMUSG00000004364	2426	2975	3780	5262	3550	3587
ENSMUSG00000004366	0	0	0	0	0	0
ENSMUSG00000004371	0	1	0	1	0	0
ENSMUSG00000004383	2	0	0	1	0	0
ENSMUSG00000004393	413	463	554	1313	461	479
ENSMUSG00000004394	268	193	295	644	314	428
ENSMUSG00000004415	0	0	0	0	0	0
ENSMUSG00000004446	114	23	32	274	70	132
ENSMUSG00000004451	56	37	41	108	43	12
ENSMUSG00000004455	3875	4994	6466	9334	6325	8924
ENSMUSG00000004460	1562	1810	2598	3305	2281	2531
ENSMUSG00000004462	994	1205	1488	2048	1463	2108
ENSMUSG00000004473	2	0	2	4	1	0
ENSMUSG00000004500	53	90	84	85	106	38
ENSMUSG00000004508	139	125	154	393	192	425
ENSMUSG00000004530	852	1309	1578	1737	1334	1463
ENSMUSG00000004535	7617	5580	8161	10165	7703	9000
ENSMUSG00000004540	0	0	0	0	0	0
ENSMUSG00000004542	0	0	0	0	0	0
ENSMUSG00000004552	589	602	893	1119	933	2136
ENSMUSG00000004558	157	49	64	1604	137	111
ENSMUSG00000004561	55	48	34	136	60	73
ENSMUSG00000004562	277	274	351	1264	576	671
ENSMUSG00000004565	728	652	982	1060	981	811
ENSMUSG00000004567	212	220	269	612	360	555
ENSMUSG00000004568	138	105	174	277	151	134
ENSMUSG00000004591	4746	4665	6202	7178	6322	7581
ENSMUSG00000004609	17	0	1	9	0	0
ENSMUSG00000004610	644	923	1126	1323	994	865
ENSMUSG00000004612	6	1	1	2	0	1
ENSMUSG00000004626	708	678	1081	2258	1091	1388
ENSMUSG00000004630	0	2	0	0	0	1
ENSMUSG00000004631	4	0	1	5	0	0
ENSMUSG00000004633	9	0	0	6	0	0
ENSMUSG00000004637	52	44	67	139	76	120
ENSMUSG00000004642	5188	7149	9510	12545	9682	13756
ENSMUSG00000004651	0	0	0	3	0	0
ENSMUSG00000004654	2	0	1	0	1	2
ENSMUSG00000004655	1408	1679	2188	1896	3009	8094
ENSMUSG00000004661	1021	1047	1493	2113	1442	1664
ENSMUSG00000004665	62	13	9	48	11	12
ENSMUSG00000004667	542	653	782	1623	748	986
ENSMUSG00000004668	1	0	0	0	0	0
ENSMUSG00000004677	1099	1372	1811	2361	1714	1998
ENSMUSG00000004698	3	0	0	3	1	2
ENSMUSG00000004707	19	0	0	1	3	1
ENSMUSG00000004709	1	0	0	0	0	0
ENSMUSG00000004730	43	3	9	16	1	3
ENSMUSG00000004748	182	217	234	397	254	271
ENSMUSG00000004768	161	173	206	236	226	251
ENSMUSG00000004771	1294	1469	1978	2397	1623	2025
ENSMUSG00000004788	481	617	820	1244	690	850
ENSMUSG00000004789	2646	3468	4757	6921	4639	5982
ENSMUSG00000004791	0	0	0	0	0	0
ENSMUSG00000004798	52	47	69	169	67	85
ENSMUSG00000004814	5	0	1	4	0	0
ENSMUSG00000004815	129	103	179	376	199	214
ENSMUSG00000004821	0	0	0	0	0	0
ENSMUSG00000004837	8	1	0	4	0	3
ENSMUSG00000004842	0	0	0	0	0	0
ENSMUSG00000004843	105	97	88	294	80	106
ENSMUSG00000004846	267	206	314	606	327	384
ENSMUSG00000004849	745	1049	1424	2106	1152	1115
ENSMUSG00000004864	9	0	0	0	0	0
ENSMUSG00000004865	509	360	432	1367	586	573
ENSMUSG00000004872	1	0	0	0	0	0
ENSMUSG00000004880	12893	18084	24055	20645	23488	34887
ENSMUSG00000004885	3	0	0	3	0	2
ENSMUSG00000004891	13	0	0	12	2	1
ENSMUSG00000004892	0	0	0	0	0	0
ENSMUSG00000004894	0	0	0	0	0	0
ENSMUSG00000004895	1269	1492	1784	2321	1699	2176
ENSMUSG00000004896	141	69	122	415	157	296
ENSMUSG00000004897	10593	13497	18756	27793	16596	20046
ENSMUSG00000004902	14	4	9	35	12	17
ENSMUSG00000004929	477	535	754	1066	550	469
ENSMUSG00000004931	142	135	213	481	278	410
ENSMUSG00000004933	10	6	4	6	4	9
ENSMUSG00000004934	707	851	1220	1521	1205	1747
ENSMUSG00000004936	310	298	479	795	379	500
ENSMUSG00000004937	870	1025	1305	1614	1135	1074
ENSMUSG00000004939	0	0	0	0	2	0
ENSMUSG00000004945	253	275	379	670	373	470
ENSMUSG00000004947	74	66	115	196	107	127
ENSMUSG00000004948	0	0	0	1	0	0
ENSMUSG00000004951	0	0	0	2	1	0
ENSMUSG00000004952	6	0	0	3	0	0
ENSMUSG00000004961	53	11	37	56	22	19
ENSMUSG00000004980	22339	21990	30369	57210	33735	41411
ENSMUSG00000004988	0	0	2	1	0	0
ENSMUSG00000004994	92	75	104	214	112	166
ENSMUSG00000004996	176	121	194	608	170	170
ENSMUSG00000005034	162	147	198	485	227	319
ENSMUSG00000005043	25	17	20	64	17	24
ENSMUSG00000005045	0	0	1	7	0	7
ENSMUSG00000005054	92	62	76	330	62	71
ENSMUSG00000005057	23	0	1	10	1	0
ENSMUSG00000005069	205	102	127	588	181	222
ENSMUSG00000005078	93	96	140	241	106	136
ENSMUSG00000005087	235	141	123	548	179	305
ENSMUSG00000005089	0	0	0	0	0	0
ENSMUSG00000005102	163	167	171	439	200	249
ENSMUSG00000005103	1062	1299	1653	2591	1540	1670
ENSMUSG00000005107	13	11	16	34	17	27
ENSMUSG00000005124	0	0	0	0	0	0
ENSMUSG00000005125	32	17	5	196	21	119
ENSMUSG00000005131	40	29	50	92	38	78
ENSMUSG00000005142	214	63	115	289	132	119
ENSMUSG00000005148	45	51	64	84	97	142
ENSMUSG00000005150	287	338	439	684	429	542
ENSMUSG00000005161	90361	95229	139404	154750	114187	123038
ENSMUSG00000005198	6492	10911	13172	11689	11102	12351
ENSMUSG00000005202	6	0	1	18	0	0
ENSMUSG00000005204	1007	1106	1384	2303	1403	1815
ENSMUSG00000005220	0	0	0	0	1	1
ENSMUSG00000005225	108	183	246	306	187	251
ENSMUSG00000005232	0	0	0	0	2	0
ENSMUSG00000005233	1879	2651	3906	4543	3274	4313
ENSMUSG00000005237	2	0	0	0	0	0
ENSMUSG00000005251	2	0	0	1	0	3
ENSMUSG00000005262	963	999	1492	2266	1271	1623
ENSMUSG00000005267	0	0	0	6	0	0
ENSMUSG00000005268	0	0	0	1	0	0
ENSMUSG00000005299	640	761	1089	1129	839	759
ENSMUSG00000005312	1977	2786	3531	4627	3369	3708
ENSMUSG00000005320	4	0	4	5	0	0
ENSMUSG00000005338	604	178	276	922	306	390
ENSMUSG00000005339	0	0	0	0	0	0
ENSMUSG00000005354	1641	2106	2723	3944	2502	3508
ENSMUSG00000005355	0	0	0	0	0	0
ENSMUSG00000005357	0	0	0	0	0	0
ENSMUSG00000005360	8	0	2	12	4	3
ENSMUSG00000005362	357	507	589	900	659	777
ENSMUSG00000005364	1	0	0	0	0	0
ENSMUSG00000005370	1190	1476	1619	2570	1848	1913
ENSMUSG00000005371	375	442	626	948	788	1213
ENSMUSG00000005373	6	0	1	19	0	0
ENSMUSG00000005374	287	335	387	724	423	559
ENSMUSG00000005378	522	659	820	1283	722	813
ENSMUSG00000005397	29	0	6	226	6	3
ENSMUSG00000005410	6647	10536	13899	15272	12502	13739
ENSMUSG00000005413	776	89	110	615	170	57
ENSMUSG00000005417	1403	1738	2544	2944	2413	3241
ENSMUSG00000005442	2660	3450	4684	4904	4206	6251
ENSMUSG00000005447	53	15	56	139	42	65
ENSMUSG00000005465	2	0	0	6	0	0
ENSMUSG00000005469	651	882	1136	1549	1212	1483
ENSMUSG00000005470	2880	4397	6032	6801	5661	8389
ENSMUSG00000005474	0	0	0	0	0	0
ENSMUSG00000005481	2936	3946	4987	7831	4372	4966
ENSMUSG00000005483	2520	3075	4208	4228	3992	5496
ENSMUSG00000005493	4	2	0	10	1	0
ENSMUSG00000005501	131	109	126	421	168	313
ENSMUSG00000005503	2	0	0	0	0	0
ENSMUSG00000005505	281	368	521	719	472	588
ENSMUSG00000005506	5609	6646	9655	10425	8330	8229
ENSMUSG00000005510	1023	1387	1944	3206	1695	2210
ENSMUSG00000005514	256	225	297	417	292	336
ENSMUSG00000005533	534	408	562	1136	778	1501
ENSMUSG00000005534	769	809	993	1802	1272	1754
ENSMUSG00000005540	0	0	0	0	0	0
ENSMUSG00000005547	0	0	1	0	0	0
ENSMUSG00000005553	1	0	1	5	0	0
ENSMUSG00000005566	2958	2315	3022	5791	3446	4181
ENSMUSG00000005575	2108	2442	3483	3478	2725	3245
ENSMUSG00000005580	25	15	14	67	41	37
ENSMUSG00000005583	91	4	10	52	21	2
ENSMUSG00000005609	1078	1372	1783	2492	1749	1754
ENSMUSG00000005610	19117	24943	33681	47937	29049	29722
ENSMUSG00000005611	20	13	1	29	7	4
ENSMUSG00000005615	3019	4165	5521	4931	4625	5766
ENSMUSG00000005621	1037	1165	1683	2240	1674	2352
ENSMUSG00000005625	3328	3340	4792	6329	3951	4603
ENSMUSG00000005628	3	0	0	8	0	1
ENSMUSG00000005640	0	0	0	0	0	0
ENSMUSG00000005649	2	0	0	0	1	2
ENSMUSG00000005656	118	78	114	401	120	142
ENSMUSG00000005667	3505	4612	6738	10229	9832	17170
ENSMUSG00000005672	341	15	23	271	34	15
ENSMUSG00000005674	183	205	266	472	236	246
ENSMUSG00000005677	0	1	0	7	0	0
ENSMUSG00000005681	67	12	27	160	17	7
ENSMUSG00000005682	858	891	1270	2218	1393	1901
ENSMUSG00000005683	4997	7109	9379	11551	8990	9828
ENSMUSG00000005686	2500	3276	4483	5583	4508	4994
ENSMUSG00000005687	3154	4142	5351	7449	5090	6343
ENSMUSG00000005696	0	0	0	0	0	0
ENSMUSG00000005698	3167	3754	5116	6776	5068	7852
ENSMUSG00000005699	64	58	57	195	96	128
ENSMUSG00000005705	1	1	1	2	1	0
ENSMUSG00000005716	0	0	0	0	0	0
ENSMUSG00000005718	97	27	52	205	52	83
ENSMUSG00000005732	1880	2382	3042	5522	2709	3034
ENSMUSG00000005763	15	0	9	34	14	40
ENSMUSG00000005774	24	4	4	58	2	7
ENSMUSG00000005779	2026	2645	3670	5115	3134	3487
ENSMUSG00000005800	3	0	0	1	0	0
ENSMUSG00000005802	1	0	0	6	0	0
ENSMUSG00000005803	4	0	0	10	2	4
ENSMUSG00000005804	215	292	382	605	332	441
ENSMUSG00000005813	719	941	1151	1849	1080	1356
ENSMUSG00000005823	299	276	377	698	421	617
ENSMUSG00000005824	1	1	0	0	0	0
ENSMUSG00000005836	6	0	0	5	0	0
ENSMUSG00000005846	1073	850	1121	3347	1085	1320
ENSMUSG00000005864	0	0	0	0	0	0
ENSMUSG00000005871	244	251	264	539	297	382
ENSMUSG00000005873	1199	1608	2462	2914	2358	3913
ENSMUSG00000005881	638	692	974	1638	1040	1361
ENSMUSG00000005882	152	103	138	453	129	181
ENSMUSG00000005883	0	0	0	0	0	0
ENSMUSG00000005886	704	682	945	1733	1079	1603
ENSMUSG00000005891	0	0	0	0	0	0
ENSMUSG00000005892	0	0	0	0	0	0
ENSMUSG00000005893	931	1218	1504	1707	1816	2230
ENSMUSG00000005897	35	17	24	94	53	67
ENSMUSG00000005899	1450	1702	2215	3633	2143	2424
ENSMUSG00000005907	47	45	49	136	70	66
ENSMUSG00000005917	0	0	0	0	0	0
ENSMUSG00000005936	8690	7344	10576	13415	10330	11681
ENSMUSG00000005947	3	1	9	8	12	4
ENSMUSG00000005949	138	128	221	335	213	308
ENSMUSG00000005950	2	1	0	2	2	0
ENSMUSG00000005951	15	25	22	63	30	43
ENSMUSG00000005952	0	0	0	0	0	1
ENSMUSG00000005958	0	0	0	1	1	0
ENSMUSG00000005968	169	189	296	815	174	301
ENSMUSG00000005973	266	416	513	665	297	174
ENSMUSG00000005980	12	10	12	84	18	18
ENSMUSG00000005981	1247	1420	2009	3257	1791	1931
ENSMUSG00000005982	482	612	891	1058	735	877
ENSMUSG00000005983	26	13	21	59	32	57
ENSMUSG00000005986	4	0	1	4	2	1
ENSMUSG00000005994	0	0	0	0	0	0
ENSMUSG00000006005	3152	3622	4439	7254	4563	5284
ENSMUSG00000006007	0	0	0	0	0	0
ENSMUSG00000006010	253	248	381	662	352	448
ENSMUSG00000006014	0	2	6	9	1	5
ENSMUSG00000006019	167	198	273	464	262	442
ENSMUSG00000006021	88	89	141	201	110	136
ENSMUSG00000006024	5276	5689	8230	9281	7704	11046
ENSMUSG00000006050	439	641	824	1294	754	883
ENSMUSG00000006056	0	0	0	0	0	0
ENSMUSG00000006057	914	1264	1884	2590	1411	1168
ENSMUSG00000006058	969	1303	1871	2361	1676	1717
ENSMUSG00000006095	217	233	370	500	261	299
ENSMUSG00000006127	762	708	1014	1687	1127	1702
ENSMUSG00000006134	1360	1987	2397	2825	2258	2738
ENSMUSG00000006143	0	0	0	0	0	0
ENSMUSG00000006154	210	51	55	219	161	250
ENSMUSG00000006169	2767	3474	4886	8059	4164	4040
ENSMUSG00000006179	2	0	0	4	0	1
ENSMUSG00000006191	95	107	162	280	114	175
ENSMUSG00000006200	0	0	0	0	0	0
ENSMUSG00000006204	0	0	0	0	0	0
ENSMUSG00000006205	0	0	0	0	0	0
ENSMUSG00000006215	225	184	332	515	294	365
ENSMUSG00000006216	0	0	0	0	0	0
ENSMUSG00000006218	0	0	0	1	0	0
ENSMUSG00000006219	3	0	1	0	0	0
ENSMUSG00000006221	0	0	0	0	0	0
ENSMUSG00000006235	5612	5739	8536	11162	8957	12907
ENSMUSG00000006241	2	0	0	0	0	0
ENSMUSG00000006262	1722	2375	2771	3934	2320	2735
ENSMUSG00000006269	0	0	0	0	0	0
ENSMUSG00000006270	0	0	0	0	0	0
ENSMUSG00000006273	2195	2693	3665	4915	3371	3445
ENSMUSG00000006276	1353	1423	2109	2683	1990	2910
ENSMUSG00000006281	20	2	17	28	10	16
ENSMUSG00000006288	174	147	186	402	188	229
ENSMUSG00000006289	278	288	365	699	397	469
ENSMUSG00000006299	975	965	1451	2122	1185	1439
ENSMUSG00000006301	190	191	257	824	243	382
ENSMUSG00000006304	962	834	1175	2563	1156	1547
ENSMUSG00000006307	1483	1531	1986	3407	2291	2937
ENSMUSG00000006310	2	2	4	15	0	1
ENSMUSG00000006311	0	0	0	0	0	0
ENSMUSG00000006313	2	1	0	4	0	1
ENSMUSG00000006315	258	271	385	855	391	413
ENSMUSG00000006333	13584	19358	26680	37018	24047	30621
ENSMUSG00000006335	169	163	218	389	244	379
ENSMUSG00000006342	10	17	15	13	20	26
ENSMUSG00000006344	0	0	0	0	0	0
ENSMUSG00000006345	4	0	0	9	0	0
ENSMUSG00000006356	246	376	476	521	341	554
ENSMUSG00000006360	77	55	67	133	71	49
ENSMUSG00000006362	929	641	993	1760	1030	1051
ENSMUSG00000006369	8	2	0	4	1	0
ENSMUSG00000006373	248	221	276	624	290	304
ENSMUSG00000006378	32	8	9	18	7	5
ENSMUSG00000006386	17	0	0	9	1	0
ENSMUSG00000006389	13	2	2	16	7	0
ENSMUSG00000006390	664	840	1084	1990	1265	1587
ENSMUSG00000006392	912	1152	1574	2299	1510	1842
ENSMUSG00000006395	21	6	9	51	8	14
ENSMUSG00000006398	2249	3305	4713	6190	4370	6314
ENSMUSG00000006403	0	0	0	2	2	1
ENSMUSG00000006411	3	0	0	1	0	0
ENSMUSG00000006412	267	289	335	708	390	420
ENSMUSG00000006418	1380	865	2006	3065	1403	2059
ENSMUSG00000006423	416	649	851	1240	770	990
ENSMUSG00000006435	4	1	3	1	0	0
ENSMUSG00000006442	921	322	356	1923	350	289
ENSMUSG00000006445	2	0	0	10	0	0
ENSMUSG00000006456	2088	1973	2724	3106	2889	3088
ENSMUSG00000006457	17	19	43	24	25	19
ENSMUSG00000006462	0	0	0	0	0	1
ENSMUSG00000006463	597	715	1015	1432	949	1312
ENSMUSG00000006464	166	189	281	348	254	361
ENSMUSG00000006469	0	0	0	0	0	0
ENSMUSG00000006471	329	216	259	998	346	543
ENSMUSG00000006476	53	17	30	102	33	48
ENSMUSG00000006488	0	0	0	0	0	0
ENSMUSG00000006490	0	0	0	0	0	0
ENSMUSG00000006494	761	774	1026	2766	1378	1523
ENSMUSG00000006498	5072	6311	8668	12635	7912	10719
ENSMUSG00000006517	31	14	9	64	10	16
ENSMUSG00000006519	61	5	8	65	6	3
ENSMUSG00000006522	30	0	0	68	5	1
ENSMUSG00000006526	72	97	112	234	123	177
ENSMUSG00000006527	439	626	735	988	669	987
ENSMUSG00000006529	9	0	0	9	1	0
ENSMUSG00000006538	1	1	5	6	4	14
ENSMUSG00000006542	0	0	0	0	0	0
ENSMUSG00000006546	1	0	0	0	0	0
ENSMUSG00000006567	577	402	463	1294	651	924
ENSMUSG00000006570	0	0	0	0	0	0
ENSMUSG00000006574	404954	422965	596652	527093	518523	557733
ENSMUSG00000006575	516	349	504	729	437	514
ENSMUSG00000006576	0	0	0	0	0	0
ENSMUSG00000006585	2624	3420	4604	5955	4757	5755
ENSMUSG00000006586	1974	1624	2173	1882	1746	1983
ENSMUSG00000006587	0	0	0	0	0	0
ENSMUSG00000006589	379	316	477	916	307	234
ENSMUSG00000006599	576	506	692	1507	656	655
ENSMUSG00000006611	9	1	0	2	0	1
ENSMUSG00000006638	5	12	10	22	3	22
ENSMUSG00000006641	30	9	10	68	13	19
ENSMUSG00000006642	0	0	0	0	0	0
ENSMUSG00000006649	6	25	28	37	19	18
ENSMUSG00000006651	15	21	25	30	47	35
ENSMUSG00000006673	1211	1449	2102	2542	1915	2596
ENSMUSG00000006675	8	1	0	3	1	0
ENSMUSG00000006676	2971	2612	3552	5711	3994	4566
ENSMUSG00000006678	1946	3130	3849	4093	3710	4308
ENSMUSG00000006699	3012	3791	4739	7495	4407	5330
ENSMUSG00000006705	430	567	812	915	733	1049
ENSMUSG00000006711	4	0	1	1	3	1
ENSMUSG00000006715	1418	1788	2326	3494	2188	3300
ENSMUSG00000006717	257	283	396	574	390	446
ENSMUSG00000006720	5	0	0	3	0	0
ENSMUSG00000006724	0	0	0	2	0	0
ENSMUSG00000006728	1677	1471	1798	4541	1808	2791
ENSMUSG00000006731	136	9	24	212	50	75
ENSMUSG00000006732	134	69	74	373	78	81
ENSMUSG00000006736	107	108	116	288	160	110
ENSMUSG00000006740	1777	2211	3065	4783	2811	3211
ENSMUSG00000006763	252	437	523	711	482	667
ENSMUSG00000006764	0	0	0	0	0	0
ENSMUSG00000006777	0	0	0	1	0	0
ENSMUSG00000006782	71	17	11	80	25	46
ENSMUSG00000006784	7	0	1	8	5	5
ENSMUSG00000006800	1	0	0	2	0	0
ENSMUSG00000006818	1500	1729	2201	3220	1784	1430
ENSMUSG00000006850	565	413	672	1058	712	955
ENSMUSG00000006906	159	216	290	437	241	232
ENSMUSG00000006920	1187	699	1042	2043	1159	1938
ENSMUSG00000006930	0	0	0	6	0	0
ENSMUSG00000006931	4	0	0	0	0	1
ENSMUSG00000006932	2000	1963	2657	4301	2977	3338
ENSMUSG00000006941	549	583	843	1760	811	1126
ENSMUSG00000006948	0	0	0	0	0	0
ENSMUSG00000006958	0	0	0	2	0	0
ENSMUSG00000006998	5554	7482	10216	12052	8715	8070
ENSMUSG00000007021	0	0	0	1	0	2
ENSMUSG00000007029	5814	8133	11675	12855	10526	13845
ENSMUSG00000007030	10	5	2	17	11	11
ENSMUSG00000007033	49	22	13	66	24	58
ENSMUSG00000007034	1	0	0	0	0	0
ENSMUSG00000007035	130	100	183	304	157	335
ENSMUSG00000007036	674	707	985	1306	1089	1704
ENSMUSG00000007038	28	10	10	79	15	4
ENSMUSG00000007039	35	7	5	106	17	27
ENSMUSG00000007041	1362	2011	2782	4563	2285	3451
ENSMUSG00000007050	677	915	1208	1630	1037	1390
ENSMUSG00000007080	1055	1307	1691	2422	1840	2565
ENSMUSG00000007097	0	0	1	0	0	4
ENSMUSG00000007107	0	0	0	0	0	0
