ensembl_gene_id,external_gene_name
ENSMUSG00000036168,Ccdc38
ENSMUSG00000036180,Gatad2a
ENSMUSG00000036181,H1f2
ENSMUSG00000036185,Sapcd1
ENSMUSG00000036188,Ankmy2
ENSMUSG00000036197,Gxylt1
ENSMUSG00000036199,Ndufa13
ENSMUSG00000036202,Rif1
ENSMUSG00000036206,Sh3bp4
ENSMUSG00000036208,Nepro
ENSMUSG00000036214,Polr1has
ENSMUSG00000036223,Ska1
ENSMUSG00000036241,Ube2r2
ENSMUSG00000036246,Gmip
ENSMUSG00000036249,Rbm43
ENSMUSG00000036256,Igfbp7
ENSMUSG00000036257,Pnpla8
ENSMUSG00000036270,Edc4
ENSMUSG00000036275,9530068E07Rik
ENSMUSG00000036278,Macrod1
ENSMUSG00000036281,Snapc4
ENSMUSG00000036282,Naa30
ENSMUSG00000036285,Noa1
ENSMUSG00000036291,Ap5m1
ENSMUSG00000036292,Gramd1c
ENSMUSG00000036299,BC031181
ENSMUSG00000036304,Zdhhc23
ENSMUSG00000036305,Rpl39-ps
ENSMUSG00000036306,Lzts1
ENSMUSG00000036309,Skp1
ENSMUSG00000036315,Polr1h
ENSMUSG00000036323,Srp72
ENSMUSG00000036327,Qsox2
ENSMUSG00000036330,Slc18a1
ENSMUSG00000036333,Kidins220
ENSMUSG00000036339,Tmem260
ENSMUSG00000036352,Ubac1
ENSMUSG00000036356,Csgalnact1
ENSMUSG00000036362,P2ry13
ENSMUSG00000036368,Rmdn2
ENSMUSG00000036371,Serbp1
ENSMUSG00000036372,Tmem258
ENSMUSG00000036376,Abt1
ENSMUSG00000036377,Cracd
ENSMUSG00000036390,Gadd45a
ENSMUSG00000036391,Sec24a
ENSMUSG00000036398,Ppp1r11
ENSMUSG00000036402,Gng12
ENSMUSG00000036403,Cep135
ENSMUSG00000036411,Matcap2
ENSMUSG00000036427,Gpi1
ENSMUSG00000036430,Tbcc
ENSMUSG00000036432,Siah2
ENSMUSG00000036435,Exoc1
ENSMUSG00000036438,Calm2
ENSMUSG00000036442,Thap11
ENSMUSG00000036446,Lum
ENSMUSG00000036450,Hif1an
ENSMUSG00000036452,Arhgap26
ENSMUSG00000036461,Elf1
ENSMUSG00000036466,Megf11
ENSMUSG00000036469,Marchf1
ENSMUSG00000036473,Tbc1d24
ENSMUSG00000036478,Btg1
ENSMUSG00000036499,Eea1
ENSMUSG00000036501,Fam13b
ENSMUSG00000036503,Rnf13
ENSMUSG00000036504,Phpt1
ENSMUSG00000036513,Commd2
ENSMUSG00000036523,Greb1
ENSMUSG00000036529,Sbf1
ENSMUSG00000036533,Cdc42ep3
ENSMUSG00000036534,Slc38a7
ENSMUSG00000036537,Rnf113a1
ENSMUSG00000036550,Cnot1
ENSMUSG00000036552,Ermard
ENSMUSG00000036553,Sh3tc1
ENSMUSG00000036555,Iqce
ENSMUSG00000036561,Ppp6r2
ENSMUSG00000036564,Ndrg4
ENSMUSG00000036565,Ttyh3
ENSMUSG00000036568,Bicral
ENSMUSG00000036572,Upf3b
ENSMUSG00000036580,Spart
ENSMUSG00000036586,Grifin
ENSMUSG00000036591,Arhgap21
ENSMUSG00000036599,Chst12
ENSMUSG00000036606,Plxnb2
ENSMUSG00000036611,Eepd1
ENSMUSG00000036613,Eipr1
ENSMUSG00000036615,Rfxap
ENSMUSG00000036620,Mgat4b
ENSMUSG00000036622,Atp13a2
ENSMUSG00000036632,Alg5
ENSMUSG00000036636,Clcn7
ENSMUSG00000036639,Nudt1
ENSMUSG00000036644,Tbc1d9b
ENSMUSG00000036646,Man1b1
ENSMUSG00000036655,Colec11
ENSMUSG00000036661,Dennd3
ENSMUSG00000036667,Tcaf1
ENSMUSG00000036672,Cenpt
ENSMUSG00000036676,Tmtc3
ENSMUSG00000036678,Aaas
ENSMUSG00000036686,Cc2d1a
ENSMUSG00000036687,Tmem184a
ENSMUSG00000036693,Nop14
ENSMUSG00000036698,Ago2
ENSMUSG00000036707,Cab39
ENSMUSG00000036712,Cyld
ENSMUSG00000036718,Micall2
ENSMUSG00000036721,Zscan12
ENSMUSG00000036733,Rbm42
ENSMUSG00000036737,Oxsr1
ENSMUSG00000036743,Psma8
ENSMUSG00000036748,Cuedc2
ENSMUSG00000036751,Cox6b1
ENSMUSG00000036752,Tubb4b
ENSMUSG00000036764,Dnajc12
ENSMUSG00000036768,Kif15
ENSMUSG00000036769,Wdr44
ENSMUSG00000036775,Decr2
ENSMUSG00000036777,Anln
ENSMUSG00000036779,Tent4b
ENSMUSG00000036781,Rps27l
ENSMUSG00000036792,Mbd5
ENSMUSG00000036810,Cnep1r1
ENSMUSG00000036814,Slc6a20a
ENSMUSG00000036817,Sun1
ENSMUSG00000036819,Jmjd4
ENSMUSG00000036820,Amdhd2
ENSMUSG00000036822,Topors
ENSMUSG00000036825,Ssx2ip
ENSMUSG00000036826,Igflr1
ENSMUSG00000036833,Pnpla7
ENSMUSG00000036835,Psenen
ENSMUSG00000036840,Siah1a
ENSMUSG00000036845,Lin37
ENSMUSG00000036850,Mrpl41
ENSMUSG00000036854,Hspb6
ENSMUSG00000036860,Mrpl55
ENSMUSG00000036862,Dchs1
ENSMUSG00000036863,Syde2
ENSMUSG00000036864,Proser3
ENSMUSG00000036867,Smad6
ENSMUSG00000036873,2410004B18Rik
ENSMUSG00000036875,Dna2
ENSMUSG00000036879,Phkb
ENSMUSG00000036880,Acaa2
ENSMUSG00000036882,Arhgap33
ENSMUSG00000036887,C1qa
ENSMUSG00000036890,Gtdc1
ENSMUSG00000036892,Prodh2
ENSMUSG00000036893,Ehmt1
ENSMUSG00000036894,Rap2b
ENSMUSG00000036896,C1qc
ENSMUSG00000036898,Zfp157
ENSMUSG00000036899,Trpv5
ENSMUSG00000036902,Neto2
ENSMUSG00000036904,Fzd8
ENSMUSG00000036905,C1qb
ENSMUSG00000036908,Unc93b1
ENSMUSG00000036915,Kirrel2
ENSMUSG00000036916,Zfp280c
ENSMUSG00000036918,Ttc7
ENSMUSG00000036928,Stag3
ENSMUSG00000036931,Nfkbid
ENSMUSG00000036932,Aifm1
ENSMUSG00000036934,4921524J17Rik
ENSMUSG00000036940,Kdm1a
ENSMUSG00000036941,Elac1
ENSMUSG00000036943,Rab8b
ENSMUSG00000036944,Tmem71
ENSMUSG00000036948,Trappc14
ENSMUSG00000036955,Kifbp
ENSMUSG00000036959,Bcorl1
ENSMUSG00000036964,Trim17
ENSMUSG00000036966,Spryd3
ENSMUSG00000036968,Cnpy4
ENSMUSG00000036975,Tmem177
ENSMUSG00000036977,Anapc10
ENSMUSG00000036980,Taf6
ENSMUSG00000036983,Tfb1m
ENSMUSG00000036985,Zdhhc9
ENSMUSG00000036986,Pml
ENSMUSG00000036989,Trim3
ENSMUSG00000036990,Otud4
ENSMUSG00000036992,Nxt1
ENSMUSG00000036995,Asap3
ENSMUSG00000037001,Zfp39
ENSMUSG00000037003,Tns2
ENSMUSG00000037007,Zfp113
ENSMUSG00000037012,Hk1
ENSMUSG00000037013,Ss18
ENSMUSG00000037017,Zscan21
ENSMUSG00000037020,Wdr62
ENSMUSG00000037022,Mmaa
ENSMUSG00000037025,Foxa2
ENSMUSG00000037029,Zfp146
ENSMUSG00000037031,Tspan15
ENSMUSG00000037032,Apbb1
ENSMUSG00000037049,Smpd1
ENSMUSG00000037058,Paip2
ENSMUSG00000037062,Sh3glb1
ENSMUSG00000037070,Rbmxl1
ENSMUSG00000037071,Scd1
ENSMUSG00000037072,Selenof
ENSMUSG00000037075,Rnf139
ENSMUSG00000037085,Trmt12
ENSMUSG00000037089,Slc35b2
ENSMUSG00000037096,Gm9762
ENSMUSG00000037098,Rab11fip3
ENSMUSG00000037103,Dcaf15
ENSMUSG00000037104,Socs5
ENSMUSG00000037106,Fer1l6
ENSMUSG00000037108,Zcwpw1
ENSMUSG00000037110,Ralgapa2
ENSMUSG00000037111,Setd7
ENSMUSG00000037112,Sik2
ENSMUSG00000037119,Fam91a1
ENSMUSG00000037124,Trim58
ENSMUSG00000037126,Psd
ENSMUSG00000037134,Prmt9
ENSMUSG00000037138,Aff3
ENSMUSG00000037148,Arhgap10
ENSMUSG00000037149,Ddx1
ENSMUSG00000037151,Lrrc20
ENSMUSG00000037152,Ndufc1
ENSMUSG00000037157,Il22ra1
ENSMUSG00000037161,Mgarp
ENSMUSG00000037169,Mycn
ENSMUSG00000037172,Dennd11
ENSMUSG00000037174,Elf2
ENSMUSG00000037190,Cyb561d2
ENSMUSG00000037197,Rbm17
ENSMUSG00000037204,Atg101
ENSMUSG00000037210,Fam193a
ENSMUSG00000037211,Spry1
ENSMUSG00000037214,Thap1
ENSMUSG00000037216,Lipt1
ENSMUSG00000037221,Mospd3
ENSMUSG00000037225,Fgf2
ENSMUSG00000037234,Hook3
ENSMUSG00000037235,Mxd4
ENSMUSG00000037236,Matr3
ENSMUSG00000037239,Spred3
ENSMUSG00000037242,Clic4
ENSMUSG00000037243,Zfp692
ENSMUSG00000037251,Pomk
ENSMUSG00000037253,Mex3c
ENSMUSG00000037254,Itih2
ENSMUSG00000037257,Aagab
ENSMUSG00000037260,Hgsnat
ENSMUSG00000037262,Kin
ENSMUSG00000037266,Rsrp1
ENSMUSG00000037270,Bltp1
ENSMUSG00000037275,Gemin5
ENSMUSG00000037278,Tmem97
ENSMUSG00000037280,Galnt6
ENSMUSG00000037286,Stag1
ENSMUSG00000037287,Tbcel
ENSMUSG00000037295,Ldlrap1
ENSMUSG00000037296,Lsm1
ENSMUSG00000037300,Ttc13
ENSMUSG00000037306,Man1c1
ENSMUSG00000037313,Tacc3
ENSMUSG00000037315,Jade3
ENSMUSG00000037316,Bag4
ENSMUSG00000037318,Traf3ip3
ENSMUSG00000037321,Tap1
ENSMUSG00000037325,Bbs7
ENSMUSG00000037326,Capn15
ENSMUSG00000037331,Larp1
ENSMUSG00000037336,Mfsd2b
ENSMUSG00000037337,Map4k1
ENSMUSG00000037339,Fam53a
ENSMUSG00000037343,Taf2
ENSMUSG00000037344,Slc12a9
ENSMUSG00000037348,Paqr7
ENSMUSG00000037349,Nudt22
ENSMUSG00000037351,Actr1b
ENSMUSG00000037353,Letmd1
ENSMUSG00000037355,Uvssa
ENSMUSG00000037361,Sf3b6
ENSMUSG00000037363,Letm2
ENSMUSG00000037364,Srrt
ENSMUSG00000037366,Pafah2
ENSMUSG00000037369,Kdm6a
ENSMUSG00000037370,Enpp1
ENSMUSG00000037373,Ctbp1
ENSMUSG00000037375,Hhat
ENSMUSG00000037376,Trmt6
ENSMUSG00000037379,Spon2
ENSMUSG00000037395,Rcor3
ENSMUSG00000037400,Atp11b
ENSMUSG00000037405,Icam1
ENSMUSG00000037408,Cnnm4
ENSMUSG00000037410,Tbc1d2b
ENSMUSG00000037411,Serpine1
ENSMUSG00000037415,Ranbp10
ENSMUSG00000037416,Dmxl1
ENSMUSG00000037419,Endod1
ENSMUSG00000037426,Depdc5
ENSMUSG00000037428,Vgf
ENSMUSG00000037432,Fer1l5
ENSMUSG00000037434,Slc30a1
ENSMUSG00000037438,Uqcrh-ps1
ENSMUSG00000037443,Cep85
ENSMUSG00000037446,Tulp1
ENSMUSG00000037447,Arid5a
ENSMUSG00000037455,Slc18b1
ENSMUSG00000037458,Azin1
ENSMUSG00000037461,Ints7
ENSMUSG00000037465,Klf10
ENSMUSG00000037466,Tedc1
ENSMUSG00000037470,Uggt1
ENSMUSG00000037474,Dtl
ENSMUSG00000037475,Thoc2
ENSMUSG00000037486,Asxl2
ENSMUSG00000037487,Ubr5
ENSMUSG00000037493,Cib2
ENSMUSG00000037499,Nenf
ENSMUSG00000037503,Fam168b
ENSMUSG00000037509,Arhgef4
ENSMUSG00000037514,Pank2
ENSMUSG00000037519,Ppfia1
ENSMUSG00000037523,Mavs
ENSMUSG00000037525,Bcdin3d
ENSMUSG00000037526,Atg14
ENSMUSG00000037531,Mrpl47
ENSMUSG00000037533,Rapgef6
ENSMUSG00000037536,Fbxo34
ENSMUSG00000037542,Aldh8a1
ENSMUSG00000037544,Dlgap5
ENSMUSG00000037552,Plekhg2
ENSMUSG00000037553,Zdhhc18
ENSMUSG00000037563,Rps16
ENSMUSG00000037570,Mcrs1
ENSMUSG00000037572,Wdhd1
ENSMUSG00000037573,Tob1
ENSMUSG00000037577,Ephx3
ENSMUSG00000037579,Kcnh3
ENSMUSG00000037580,Gch1
ENSMUSG00000037593,Rskr
ENSMUSG00000037594,Clba1
ENSMUSG00000037601,Nme1
ENSMUSG00000037608,Bclaf1
ENSMUSG00000037613,Tnfrsf23
ENSMUSG00000037617,Spag1
ENSMUSG00000037622,Wdtc1
ENSMUSG00000037628,Cdkn3
ENSMUSG00000037638,Zbtb42
ENSMUSG00000037640,Zfp60
ENSMUSG00000037643,Prkci
ENSMUSG00000037646,Vps13b
ENSMUSG00000037649,H2-DMa
ENSMUSG00000037652,Phc3
ENSMUSG00000037656,Slc20a2
ENSMUSG00000037661,Gpr160
ENSMUSG00000037664,Cdkn1c
ENSMUSG00000037669,Ldah
ENSMUSG00000037674,Rfx7
ENSMUSG00000037679,Inf2
ENSMUSG00000037681,Esyt3
ENSMUSG00000037685,Atp8a1
ENSMUSG00000037686,Aspg
ENSMUSG00000037692,Ahdc1
ENSMUSG00000037697,Ddhd1
ENSMUSG00000037703,Lzts3
ENSMUSG00000037705,Tecta
ENSMUSG00000037706,Cd81
ENSMUSG00000037710,Cisd1
ENSMUSG00000037712,Fermt2
ENSMUSG00000037720,Tmem33
ENSMUSG00000037722,Gnpnat1
ENSMUSG00000037725,Ckap2
ENSMUSG00000037730,Mynn
ENSMUSG00000037731,Themis2
ENSMUSG00000037740,Mrps26
ENSMUSG00000037742,Eef1a1
ENSMUSG00000037750,Fam222b
ENSMUSG00000037752,Xkr8
ENSMUSG00000037754,Ppp1r16b
ENSMUSG00000037761,Actr5
ENSMUSG00000037772,Mrpl23
ENSMUSG00000037773,Pced1a
ENSMUSG00000037780,Mbl1
ENSMUSG00000037787,Coa8
ENSMUSG00000037788,Vopp1
ENSMUSG00000037791,Phf12
ENSMUSG00000037795,N4bp2
ENSMUSG00000037805,Rpl10a
ENSMUSG00000037808,Fam76b
ENSMUSG00000037815,Ctnna1
ENSMUSG00000037816,Fbxw17
ENSMUSG00000037818,Abhd18
ENSMUSG00000037820,Tgm2
ENSMUSG00000037822,Smim14
ENSMUSG00000037824,Tspan14
ENSMUSG00000037826,Ppm1k
ENSMUSG00000037827,Gm5884
ENSMUSG00000037833,Sh2d4b
ENSMUSG00000037845,Fdxacb1
ENSMUSG00000037846,Rtkn2
ENSMUSG00000037847,Nmrk1
ENSMUSG00000037851,Iars1
ENSMUSG00000037857,Nufip2
ENSMUSG00000037860,Aim2
ENSMUSG00000037872,Ackr1
ENSMUSG00000037876,Jmjd1c
ENSMUSG00000037885,Stk35
ENSMUSG00000037887,Dusp8
ENSMUSG00000037890,Wdr19
ENSMUSG00000037894,H2az1
ENSMUSG00000037896,Rcor1
ENSMUSG00000037902,Sirpa
ENSMUSG00000037904,Ankrd9
ENSMUSG00000037905,Bri3bp
ENSMUSG00000037907,Ankrd13b
ENSMUSG00000037916,Ndufv1
ENSMUSG00000037922,Bank1
ENSMUSG00000037926,Ssh2
ENSMUSG00000037933,Bicd2
ENSMUSG00000037935,Smarce1
ENSMUSG00000037936,Scarb1
ENSMUSG00000037938,Chchd5
ENSMUSG00000037940,Inpp4b
ENSMUSG00000037942,Crp
ENSMUSG00000037946,Fgd3
ENSMUSG00000037949,Ano10
ENSMUSG00000037957,Wdr20
ENSMUSG00000037958,Nsrp1
ENSMUSG00000037960,Card19
ENSMUSG00000037965,Zc3h7a
ENSMUSG00000037966,Ninj1
ENSMUSG00000037971,Cfap68
ENSMUSG00000037972,Snn
ENSMUSG00000037979,Ccdc92
ENSMUSG00000037982,Gm9725
ENSMUSG00000037991,Rmi2
ENSMUSG00000037992,Rara
ENSMUSG00000037993,Dhx38
ENSMUSG00000037997,Parp11
ENSMUSG00000038000,Acd
ENSMUSG00000038002,Cramp1
ENSMUSG00000038005,Hpf1
ENSMUSG00000038007,Acer2
ENSMUSG00000038009,Dnajc22
ENSMUSG00000038010,Ccdc138
ENSMUSG00000038011,Dnah10
ENSMUSG00000038013,Wipf2
ENSMUSG00000038014,Fam120a
ENSMUSG00000038022,Mindy4
ENSMUSG00000038023,Atp6v0a2
ENSMUSG00000038024,Dennd4c
ENSMUSG00000038025,Phf2
ENSMUSG00000038028,Tigar
ENSMUSG00000038034,Igsf8
ENSMUSG00000038037,Socs1
ENSMUSG00000038039,Gcc2
ENSMUSG00000038045,Sult6b1
ENSMUSG00000038046,Mrm3
ENSMUSG00000038047,Haus6
ENSMUSG00000038055,Dexi
ENSMUSG00000038056,Kmt2c
ENSMUSG00000038059,Smim3
ENSMUSG00000038065,Mturn
ENSMUSG00000038068,Rnf144b
ENSMUSG00000038069,Cdkn2aip
ENSMUSG00000038070,Cntln
ENSMUSG00000038072,Galnt11
ENSMUSG00000038074,Fkbp14
ENSMUSG00000038079,Tmem237
ENSMUSG00000038080,Kdm1b
ENSMUSG00000038084,Opa1
ENSMUSG00000038085,Cnbd2
ENSMUSG00000038095,Sbno1
ENSMUSG00000038102,Trappc11
ENSMUSG00000038115,Ano2
ENSMUSG00000038116,Phf20
ENSMUSG00000038121,Fam210a
ENSMUSG00000038122,Tbc1d32
ENSMUSG00000038126,Mphosph9
ENSMUSG00000038127,Ccdc50
ENSMUSG00000038141,Tmem181a
ENSMUSG00000038145,Snrk
ENSMUSG00000038146,Notch3
ENSMUSG00000038147,Cd84
ENSMUSG00000038150,Ormdl3
ENSMUSG00000038152,5033430I15Rik
ENSMUSG00000038155,Gstp2
ENSMUSG00000038160,Atg5
ENSMUSG00000038170,Pde4dip
ENSMUSG00000038172,Ttc39b
ENSMUSG00000038174,Hycc2
ENSMUSG00000038175,Mylip
ENSMUSG00000038178,Slc43a2
ENSMUSG00000038180,Spag4
ENSMUSG00000038181,Chpf2
ENSMUSG00000038187,Btbd10
ENSMUSG00000038188,Scarf1
ENSMUSG00000038193,Hand2
ENSMUSG00000038195,Rilp
ENSMUSG00000038205,Prkab2
ENSMUSG00000038206,Fbxo8
ENSMUSG00000038208,Pgap3
ENSMUSG00000038212,Mfsd14b
ENSMUSG00000038213,Tapbpl
ENSMUSG00000038214,Bend3
ENSMUSG00000038215,Cep44
ENSMUSG00000038217,Tlcd2
ENSMUSG00000038224,Serpinf2
ENSMUSG00000038225,Primpol
ENSMUSG00000038227,Hoxa9
ENSMUSG00000038235,F11r
ENSMUSG00000038240,Pdss2
ENSMUSG00000038241,Cep250
ENSMUSG00000038244,Mical2
ENSMUSG00000038250,Usp38
ENSMUSG00000038252,Ncapd2
ENSMUSG00000038256,Bcl9
ENSMUSG00000038267,Slc22a23
ENSMUSG00000038268,Ovca2
ENSMUSG00000038271,Iffo1
ENSMUSG00000038274,Fau
ENSMUSG00000038279,Nop2
ENSMUSG00000038280,Ostm1
ENSMUSG00000038286,Bphl
ENSMUSG00000038290,Smg6
ENSMUSG00000038291,Snx25
ENSMUSG00000038295,Atg9b
ENSMUSG00000038298,Pdzk1
ENSMUSG00000038299,Wdr36
ENSMUSG00000038301,Snx10
ENSMUSG00000038302,Afg1l
ENSMUSG00000038312,Edem2
ENSMUSG00000038323,1700066M21Rik
ENSMUSG00000038324,Trpc4ap
ENSMUSG00000038332,Sesn1
ENSMUSG00000038335,Tsr1
ENSMUSG00000038342,Mlxip
ENSMUSG00000038344,Txlng
ENSMUSG00000038346,Zfp384
ENSMUSG00000038351,Sgsm2
ENSMUSG00000038352,Arl5c
ENSMUSG00000038357,Camp
ENSMUSG00000038365,Fbxo25
ENSMUSG00000038366,Lasp1
ENSMUSG00000038368,Focad
ENSMUSG00000038369,Ncoa6
ENSMUSG00000038371,Sbf2
ENSMUSG00000038372,Gmds
ENSMUSG00000038374,Rbm8a
ENSMUSG00000038375,Trp53inp2
ENSMUSG00000038379,Ttk
ENSMUSG00000038383,Pigu
ENSMUSG00000038384,Setd1b
ENSMUSG00000038387,Rras
ENSMUSG00000038388,Pals2
ENSMUSG00000038393,Txnip
ENSMUSG00000038398,Upf3a
ENSMUSG00000038406,Scaf1
ENSMUSG00000038412,Higd1a
ENSMUSG00000038416,Cdc16
ENSMUSG00000038417,Fig4
ENSMUSG00000038418,Egr1
ENSMUSG00000038422,Hdhd3
ENSMUSG00000038425,Poli
ENSMUSG00000038429,Usp5
ENSMUSG00000038437,Mllt6
ENSMUSG00000038446,Cdc40
ENSMUSG00000038451,Spsb2
ENSMUSG00000038456,Dennd2a
ENSMUSG00000038459,Abhd17c
ENSMUSG00000038462,Uqcrfs1
ENSMUSG00000038467,Chmp4b
ENSMUSG00000038473,Nos1ap
ENSMUSG00000038481,Cdk19
ENSMUSG00000038482,Tfdp1
ENSMUSG00000038485,Socs7
ENSMUSG00000038486,Sv2a
ENSMUSG00000038489,Polr2l
ENSMUSG00000038495,Otud7b
ENSMUSG00000038497,Tmco3
ENSMUSG00000038500,Prr3
ENSMUSG00000038502,Ptov1
ENSMUSG00000038503,Mesd
ENSMUSG00000038506,Dcun1d2
ENSMUSG00000038507,Parp12
ENSMUSG00000038508,Gdf15
ENSMUSG00000038510,Rpf2
ENSMUSG00000038515,Grtp1
ENSMUSG00000038517,Tbkbp1
ENSMUSG00000038518,Jarid2
ENSMUSG00000038520,Tbc1d17
ENSMUSG00000038521,C1s1
ENSMUSG00000038522,Mfsd4b1
ENSMUSG00000038524,Fchsd1
ENSMUSG00000038525,Armc10
ENSMUSG00000038527,C1rl
ENSMUSG00000038533,Cbfa2t2
ENSMUSG00000038534,Osbpl7
ENSMUSG00000038535,Zfp280d
ENSMUSG00000038537,Mc3r
ENSMUSG00000038538,Ubn2
ENSMUSG00000038539,Atf5
ENSMUSG00000038540,Tmc3
ENSMUSG00000038542,Pcid2
ENSMUSG00000038543,BC028528
ENSMUSG00000038544,Inip
ENSMUSG00000038545,Cul7
ENSMUSG00000038546,Ranbp9
ENSMUSG00000038550,Ciart
ENSMUSG00000038552,Fndc4
ENSMUSG00000038555,Reep2
ENSMUSG00000038563,Efl1
ENSMUSG00000038564,Ift172
ENSMUSG00000038569,Rad9b
ENSMUSG00000038570,Saxo2
ENSMUSG00000038578,Susd1
ENSMUSG00000038582,Pptc7
ENSMUSG00000038587,Akap12
ENSMUSG00000038593,Tctn1
ENSMUSG00000038594,Cep85l
ENSMUSG00000038604,Ripor1
ENSMUSG00000038605,Samd10
ENSMUSG00000038607,Gng10
ENSMUSG00000038608,Dock10
ENSMUSG00000038611,Phrf1
ENSMUSG00000038612,Mcl1
ENSMUSG00000038615,Nfe2l1
ENSMUSG00000038618,Rassf7
ENSMUSG00000038619,Ensa
ENSMUSG00000038622,Med30
ENSMUSG00000038623,Tm6sf1
ENSMUSG00000038628,Polr3k
ENSMUSG00000038633,Degs1
ENSMUSG00000038637,Lrrc56
ENSMUSG00000038642,Ctss
ENSMUSG00000038644,Pold1
ENSMUSG00000038646,Ramac
ENSMUSG00000038648,Creb3l2
ENSMUSG00000038650,Rnh1
ENSMUSG00000038658,Ric1
ENSMUSG00000038664,Herc1
ENSMUSG00000038671,Arfrp1
ENSMUSG00000038679,Trps1
ENSMUSG00000038683,Pak1ip1
ENSMUSG00000038685,Rtel1
ENSMUSG00000038690,Atp5mf
ENSMUSG00000038695,Josd2
ENSMUSG00000038696,Mapkap1
ENSMUSG00000038697,Taf5l
ENSMUSG00000038702,Dsel
ENSMUSG00000038705,Gmeb2
ENSMUSG00000038708,Golga4
ENSMUSG00000038712,Mindy1
ENSMUSG00000038717,Atp5mg
ENSMUSG00000038718,Pbx3
ENSMUSG00000038722,Bud31
ENSMUSG00000038725,Pkhd1l1
ENSMUSG00000038729,Pakap
ENSMUSG00000038732,Mboat1
ENSMUSG00000038733,Wdr26
ENSMUSG00000038736,Nudcd1
ENSMUSG00000038740,Mvb12b
ENSMUSG00000038742,Angptl6
ENSMUSG00000038759,Nup205
ENSMUSG00000038762,Abcf1
ENSMUSG00000038763,Alpk3
ENSMUSG00000038766,Gabpb2
ENSMUSG00000038773,Kdm3b
ENSMUSG00000038774,Ascc3
ENSMUSG00000038775,Vill
ENSMUSG00000038776,Ephx1
ENSMUSG00000038777,Sema6c
ENSMUSG00000038780,Smurf1
ENSMUSG00000038782,1700028J19Rik
ENSMUSG00000038784,Cnot4
ENSMUSG00000038793,Lefty1
ENSMUSG00000038797,Zscan2
ENSMUSG00000038803,Ost4
ENSMUSG00000038806,Sde2
ENSMUSG00000038807,Rap1gap2
ENSMUSG00000038811,Gngt2
ENSMUSG00000038812,Trmt112
ENSMUSG00000038816,Ctnnal1
ENSMUSG00000038822,Hace1
ENSMUSG00000038827,Abitram
ENSMUSG00000038828,Tmem214
ENSMUSG00000038831,Ralgps1
ENSMUSG00000038836,Agbl3
ENSMUSG00000038838,Vars2
ENSMUSG00000038843,Gcnt1
ENSMUSG00000038844,Kif16b
ENSMUSG00000038845,Phb1
ENSMUSG00000038848,Ythdf1
ENSMUSG00000038855,Itpkb
ENSMUSG00000038860,Garnl3
ENSMUSG00000038861,Pi4kb
ENSMUSG00000038866,Zcchc2
ENSMUSG00000038871,Bpgm
ENSMUSG00000038872,Zfhx3
ENSMUSG00000038876,Rnf146
ENSMUSG00000038879,Nipal2
ENSMUSG00000038880,Mrps34
ENSMUSG00000038884,Shfl
ENSMUSG00000038886,Man2a2
ENSMUSG00000038888,Ctu1
ENSMUSG00000038893,Fam117a
ENSMUSG00000038894,Irs2
ENSMUSG00000038895,Zfp653
ENSMUSG00000038900,Rpl12
ENSMUSG00000038902,Pogz
ENSMUSG00000038909,Kat7
ENSMUSG00000038910,Plcl2
ENSMUSG00000038914,Dido1
ENSMUSG00000038930,Rccd1
ENSMUSG00000038936,Sccpdh
ENSMUSG00000038943,Prc1
ENSMUSG00000038949,Cnst
ENSMUSG00000038954,Supt3
ENSMUSG00000038957,Edc3
ENSMUSG00000038965,Ube2l3
ENSMUSG00000038967,Pdk2
ENSMUSG00000038970,Lmtk2
ENSMUSG00000038975,Rabggtb
ENSMUSG00000038976,Ppp1r9b
ENSMUSG00000038982,Bloc1s5
ENSMUSG00000038990,Cables2
ENSMUSG00000038991,Txndc5
ENSMUSG00000038997,Asb17
ENSMUSG00000039000,Ube3c
ENSMUSG00000039001,Rps21
ENSMUSG00000039005,Tlr4
ENSMUSG00000039007,Cpq
ENSMUSG00000039013,Siglecf
ENSMUSG00000039016,Timm8b
ENSMUSG00000039018,Mtg1
ENSMUSG00000039031,Arhgap18
ENSMUSG00000039033,Tasp1
ENSMUSG00000039041,Adrm1
ENSMUSG00000039046,Usp6nl
ENSMUSG00000039047,Pigk
ENSMUSG00000039048,Foxred1
ENSMUSG00000039050,Osbpl2
ENSMUSG00000039055,Eme1
ENSMUSG00000039062,Anpep
ENSMUSG00000039065,Atpsckmt
ENSMUSG00000039067,Psmd7
ENSMUSG00000039068,Zzz3
ENSMUSG00000039069,Mtg2
ENSMUSG00000039081,Zfp503
ENSMUSG00000039086,Ss18l1
ENSMUSG00000039087,Rreb1
ENSMUSG00000039089,L3mbtl3
ENSMUSG00000039096,Rsad1
ENSMUSG00000039100,Marchf6
ENSMUSG00000039105,Atp6v1g1
ENSMUSG00000039108,Lsm14b
ENSMUSG00000039109,F13a1
ENSMUSG00000039114,Nrn1
ENSMUSG00000039115,Itga9
ENSMUSG00000039117,Taf4
ENSMUSG00000039126,Prune2
ENSMUSG00000039128,Cdc123
ENSMUSG00000039130,Zc3hc1
ENSMUSG00000039131,Gipc2
ENSMUSG00000039145,Camk1d
ENSMUSG00000039148,Sart1
ENSMUSG00000039153,Runx2
ENSMUSG00000039156,Stim2
ENSMUSG00000039157,Eeig1
ENSMUSG00000039158,Akna
